match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out,match_id
India Vs England,England,6,Moeen Ali,c †Rahul b Mohammed Shami,15,31,0,0,48.38,out,ODI # 4686
India Vs England,England,7,Liam Livingstone,lbw b Kuldeep Yadav,27,46,2,0,58.69,out,ODI # 4686
India Vs England,England,8,Chris Woakes,st †Rahul b Jadeja,10,20,1,0,50.00,out,ODI # 4686
India Vs England,England,9,David Willey,,16,17,0,2,94.11,not_out,ODI # 4686
India Vs England,England,10,Adil Rashid, b Mohammed Shami,13,20,2,0,65.00,out,ODI # 4686
India Vs England,England,11,Mark Wood, b Bumrah,0,1,0,0,0.00,out,ODI # 4686
Netherlands Vs Bangladesh,Netherlands,1,Vikramjit Singh,c Shakib Al Hasan b Taskin Ahmed,3,9,0,0,33.33,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,2,Max O'Dowd,c Tanzid Hasan b Shoriful Islam,0,3,0,0,0.00,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,3,Wesley Barresi,c Shakib Al Hasan b Mustafizur Rahman,41,41,8,0,100.00,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,4,Colin Ackermann,c Mustafizur Rahman b Shakib Al Hasan,15,33,1,0,45.45,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,5,Scott Edwards(c)†,c Mehidy Hasan Miraz b Mustafizur Rahman,68,89,6,0,76.40,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,6,Bas de Leede,c †Mushfiqur Rahim b Taskin Ahmed,17,32,2,0,53.12,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,7,Sybrand Engelbrecht,lbw b Mahedi Hasan,35,61,3,0,57.37,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,8,Logan van Beek,,23,16,2,1,143.75,not_out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,9,Shariz Ahmad,run out (Mahmudullah/†Mushfiqur Rahim),6,8,0,0,75.00,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,10,Aryan Dutt,c Mehidy Hasan Miraz b Shoriful Islam,9,6,0,1,150.00,out,ODI # 4685
Netherlands Vs Bangladesh,Netherlands,11,Paul van Meekeren,lbw b Mahedi Hasan,0,2,0,0,0.00,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,1,Litton Das,c †Edwards b Dutt,3,12,0,0,25.00,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,2,Tanzid Hasan,c †Edwards b van Beek,15,16,3,0,93.75,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,3,Mehidy Hasan Miraz,c †Edwards b de Leede,35,40,5,1,87.50,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,4,Najmul Hossain Shanto,c van Beek b van Meekeren,9,18,2,0,50.00,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,5,Shakib Al Hasan(c),c †Edwards b van Meekeren,5,14,0,0,35.71,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim†, b van Meekeren,1,5,0,0,20.00,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,7,Mahmudullah,c Dutt b de Leede,20,41,2,0,48.78,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,8,Mahedi Hasan,run out (de Leede),17,38,1,0,44.73,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,9,Taskin Ahmed,c de Leede b van Meekeren,11,35,1,0,31.42,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,10,Mustafizur Rahman, b Ackermann,20,35,2,1,57.14,out,ODI # 4685
Netherlands Vs Bangladesh,Bangladesh,11,Shoriful Islam,,0,0,0,0,-,not_out,ODI # 4685
Australia Vs New Zealand,Australia,1,David Warner,c & b Phillips,81,65,5,6,124.61,out,ODI # 4684
Australia Vs New Zealand,Australia,2,Travis Head, b Phillips,109,67,10,7,162.68,out,ODI # 4684
Australia Vs New Zealand,Australia,3,Mitchell Marsh, b Santner,36,51,2,0,70.58,out,ODI # 4684
Australia Vs New Zealand,Australia,4,Steven Smith,c Boult b Phillips,18,17,2,0,105.88,out,ODI # 4684
Australia Vs New Zealand,Australia,5,Marnus Labuschagne,c Ravindra b Santner,18,26,2,0,69.23,out,ODI # 4684
Australia Vs New Zealand,Australia,6,Glenn Maxwell,c Boult b Neesham,41,24,5,2,170.83,out,ODI # 4684
Australia Vs New Zealand,Australia,7,Josh Inglis†,c Phillips b Boult,38,28,4,1,135.71,out,ODI # 4684
Australia Vs New Zealand,Australia,8,Pat Cummins(c),lbw b Boult,37,14,2,4,264.28,out,ODI # 4684
Australia Vs New Zealand,Australia,9,Mitchell Starc,c Neesham b Henry,1,3,0,0,33.33,out,ODI # 4684
Australia Vs New Zealand,Australia,10,Adam Zampa, b Boult,0,3,0,0,0.00,out,ODI # 4684
Australia Vs New Zealand,Australia,11,Josh Hazlewood,,0,0,0,0,-,not_out,ODI # 4684
Australia Vs New Zealand,New Zealand,1,Devon Conway,c Starc b Hazlewood,28,17,6,0,164.70,out,ODI # 4684
Australia Vs New Zealand,New Zealand,2,Will Young,c Starc b Hazlewood,32,37,4,1,86.48,out,ODI # 4684
Australia Vs New Zealand,New Zealand,3,Rachin Ravindra,c Labuschagne b Cummins,116,89,9,5,130.33,out,ODI # 4684
Australia Vs New Zealand,New Zealand,4,Daryl Mitchell,c Starc b Zampa,54,51,6,1,105.88,out,ODI # 4684
Australia Vs New Zealand,New Zealand,5,Tom Latham(c)†,c Hazlewood b Zampa,21,22,2,0,95.45,out,ODI # 4684
Australia Vs New Zealand,New Zealand,6,Glenn Phillips,c Labuschagne b Maxwell,12,16,1,0,75.00,out,ODI # 4684
Australia Vs New Zealand,New Zealand,7,James Neesham,run out (Labuschagne/†Inglis),58,39,3,3,148.71,out,ODI # 4684
Australia Vs New Zealand,New Zealand,8,Mitchell Santner,c Maxwell b Zampa,17,12,1,1,141.66,out,ODI # 4684
Australia Vs New Zealand,New Zealand,9,Matt Henry,c Hazlewood b Cummins,9,8,1,0,112.50,out,ODI # 4684
Australia Vs New Zealand,New Zealand,10,Trent Boult,,10,8,0,1,125.00,not_out,ODI # 4684
Australia Vs New Zealand,New Zealand,11,Lockie Ferguson,,0,1,0,0,0.00,not_out,ODI # 4684
Pakistan Vs South Africa,Pakistan,1,Abdullah Shafique,c Ngidi b Jansen,9,17,1,0,52.94,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,2,Imam-ul-Haq,c Klaasen b Jansen,12,18,2,0,66.66,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,3,Babar Azam(c),c †de Kock b Shamsi,50,65,4,1,76.92,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,4,Mohammad Rizwan†,c †de Kock b Coetzee,31,27,4,1,114.81,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,5,Iftikhar Ahmed,c Klaasen b Shamsi,21,31,1,1,67.74,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,6,Saud Shakeel,c †de Kock b Shamsi,52,52,7,0,100.00,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,7,Shadab Khan,c Maharaj b Coetzee,43,36,3,2,119.44,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,8,Mohammad Nawaz,c Miller b Jansen,24,24,1,2,100.00,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,9,Shaheen Shah Afridi,c Maharaj b Shamsi,2,4,0,0,50.00,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,10,Mohammad Wasim,c †de Kock b Ngidi,7,9,0,1,77.77,out,ODI # 4683
Pakistan Vs South Africa,Pakistan,11,Haris Rauf,,0,1,0,0,0.00,not_out,ODI # 4683
Pakistan Vs South Africa,South Africa,1,Temba Bavuma(c),c Saud Shakeel b Mohammad Wasim,28,27,4,1,103.70,out,ODI # 4683
Pakistan Vs South Africa,South Africa,2,Quinton de Kock†,c Mohammad Wasim b Shaheen Shah Afridi,24,14,5,0,171.42,out,ODI # 4683
Pakistan Vs South Africa,South Africa,3,Rassie van der Dussen,lbw b Usama Mir,21,39,0,0,53.84,out,ODI # 4683
Pakistan Vs South Africa,South Africa,4,Aiden Markram,c Babar Azam b Usama Mir,91,93,7,3,97.84,out,ODI # 4683
Pakistan Vs South Africa,South Africa,5,Heinrich Klaasen,c Usama Mir b Mohammad Wasim,12,10,0,1,120.00,out,ODI # 4683
Pakistan Vs South Africa,South Africa,6,David Miller,c †Mohammad Rizwan b Shaheen Shah Afridi,29,33,2,2,87.87,out,ODI # 4683
Pakistan Vs South Africa,South Africa,7,Marco Jansen,c Babar Azam b Haris Rauf,20,14,2,1,142.85,out,ODI # 4683
Pakistan Vs South Africa,South Africa,8,Gerald Coetzee,c †Mohammad Rizwan b Shaheen Shah Afridi,10,13,0,0,76.92,out,ODI # 4683
Pakistan Vs South Africa,South Africa,9,Keshav Maharaj,,7,21,1,0,33.33,not_out,ODI # 4683
Pakistan Vs South Africa,South Africa,10,Lungi Ngidi,c & b Haris Rauf,4,14,0,0,28.57,out,ODI # 4683
Pakistan Vs South Africa,South Africa,11,Tabraiz Shamsi,,4,6,0,0,66.66,not_out,ODI # 4683
England Vs Sri Lanka,England,1,Jonny Bairstow,c de Silva b Rajitha,30,31,3,0,96.77,out,ODI # 4682
England Vs Sri Lanka,England,2,Dawid Malan,c †Mendis b Mathews,28,25,6,0,112.00,out,ODI # 4682
England Vs Sri Lanka,England,3,Joe Root,run out (Mathews/†Mendis),3,10,0,0,30.00,out,ODI # 4682
England Vs Sri Lanka,England,4,Ben Stokes,c sub (MADI Hemantha) b Kumara,43,73,6,0,58.90,out,ODI # 4682
England Vs Sri Lanka,England,5,Jos Buttler(c)†,c †Mendis b Kumara,8,6,1,0,133.33,out,ODI # 4682
England Vs Sri Lanka,England,6,Liam Livingstone,lbw b Kumara,1,6,0,0,16.66,out,ODI # 4682
England Vs Sri Lanka,England,7,Moeen Ali,c Perera b Mathews,15,15,1,0,100.00,out,ODI # 4682
England Vs Sri Lanka,England,8,Chris Woakes,c Samarawickrama b Rajitha,0,4,0,0,0.00,out,ODI # 4682
England Vs Sri Lanka,England,9,David Willey,,14,17,1,1,82.35,not_out,ODI # 4682
England Vs Sri Lanka,England,10,Adil Rashid,run out (†Mendis),2,7,0,0,28.57,out,ODI # 4682
England Vs Sri Lanka,England,11,Mark Wood,st †Mendis b Theekshana,5,6,1,0,83.33,out,ODI # 4682
England Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,,77,83,7,2,92.77,not_out,ODI # 4682
England Vs Sri Lanka,Sri Lanka,2,Kusal Perera,c Stokes b Willey,4,5,1,0,80.00,out,ODI # 4682
England Vs Sri Lanka,Sri Lanka,3,Kusal Mendis(c)†,c †Buttler b Willey,11,12,2,0,91.66,out,ODI # 4682
England Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,,65,54,7,1,120.37,not_out,ODI # 4682
Australia Vs Netherlands,Australia,1,Mitchell Marsh,c Ackermann b van Beek,9,15,2,0,60.00,out,ODI # 4681
Australia Vs Netherlands,Australia,2,David Warner,c Dutt b van Beek,104,93,11,3,111.82,out,ODI # 4681
Australia Vs Netherlands,Australia,3,Steven Smith,c van der Merwe b Dutt,71,68,9,1,104.41,out,ODI # 4681
Australia Vs Netherlands,Australia,4,Marnus Labuschagne,c Dutt b de Leede,62,47,7,2,131.91,out,ODI # 4681
Australia Vs Netherlands,Australia,5,Josh Inglis†,c Engelbrecht b de Leede,14,12,1,1,116.66,out,ODI # 4681
Australia Vs Netherlands,Australia,6,Glenn Maxwell,c Engelbrecht b van Beek,106,44,9,8,240.90,out,ODI # 4681
Australia Vs Netherlands,Australia,7,Cameron Green,run out (Engelbrecht),8,11,1,0,72.72,out,ODI # 4681
Australia Vs Netherlands,Australia,8,Pat Cummins(c),,12,9,2,0,133.33,not_out,ODI # 4681
Australia Vs Netherlands,Australia,9,Mitchell Starc,c Ackermann b van Beek,0,1,0,0,0.00,out,ODI # 4681
Australia Vs Netherlands,Australia,10,Adam Zampa,,1,1,0,0,100.00,not_out,ODI # 4681
Australia Vs Netherlands,Netherlands,1,Vikramjit Singh,run out (Maxwell),25,25,6,0,100.00,out,ODI # 4681
Australia Vs Netherlands,Netherlands,2,Max O'Dowd, b Starc,6,9,1,0,66.66,out,ODI # 4681
Australia Vs Netherlands,Netherlands,3,Colin Ackermann,lbw b Hazlewood,10,11,2,0,90.90,out,ODI # 4681
Australia Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,c Warner b Marsh,11,21,1,0,52.38,out,ODI # 4681
Australia Vs Netherlands,Netherlands,5,Bas de Leede,lbw b Cummins,4,7,1,0,57.14,out,ODI # 4681
Australia Vs Netherlands,Netherlands,6,Scott Edwards(c)†,,12,22,0,0,54.54,not_out,ODI # 4681
Australia Vs Netherlands,Netherlands,7,Teja Nidamanuru,c †Inglis b Marsh,14,18,2,0,77.77,out,ODI # 4681
Australia Vs Netherlands,Netherlands,8,Logan van Beek,c †Inglis b Zampa,0,3,0,0,0.00,out,ODI # 4681
Australia Vs Netherlands,Netherlands,9,Roelof van der Merwe,lbw b Zampa,0,1,0,0,0.00,out,ODI # 4681
Australia Vs Netherlands,Netherlands,10,Aryan Dutt,lbw b Zampa,1,8,0,0,12.50,out,ODI # 4681
Australia Vs Netherlands,Netherlands,11,Paul van Meekeren,st †Inglis b Zampa,0,1,0,0,0.00,out,ODI # 4681
South Africa Vs Bangladesh,South Africa,1,Quinton de Kock†,c Nasum Ahmed b Hasan Mahmud,174,140,15,7,124.28,out,ODI # 4680
South Africa Vs Bangladesh,South Africa,2,Reeza Hendricks, b Shoriful Islam,12,19,1,0,63.15,out,ODI # 4680
South Africa Vs Bangladesh,South Africa,3,Rassie van der Dussen,lbw b Mehidy Hasan Miraz,1,7,0,0,14.28,out,ODI # 4680
South Africa Vs Bangladesh,South Africa,4,Aiden Markram(c),c Litton Das b Shakib Al Hasan,60,69,7,0,86.95,out,ODI # 4680
South Africa Vs Bangladesh,South Africa,5,Heinrich Klaasen,c Mahmudullah b Hasan Mahmud,90,49,2,8,183.67,out,ODI # 4680
South Africa Vs Bangladesh,South Africa,6,David Miller,,34,15,1,4,226.66,not_out,ODI # 4680
South Africa Vs Bangladesh,South Africa,7,Marco Jansen,,1,1,0,0,100.00,not_out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,1,Tanzid Hasan,c †Klaasen b Jansen,12,17,1,0,70.58,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,2,Litton Das,lbw b Rabada,22,44,3,1,50.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,c †Klaasen b Jansen,0,1,0,0,0.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan(c),c †Klaasen b Williams,1,4,0,0,25.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,5,Mushfiqur Rahim†,c sub (AL Phehlukwayo) b Coetzee,8,17,1,0,47.05,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,6,Mahmudullah,c Jansen b Coetzee,111,111,11,4,100.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,7,Mehidy Hasan Miraz,c sub (AL Phehlukwayo) b Maharaj,11,19,1,0,57.89,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,8,Nasum Ahmed,c & b Coetzee,19,19,3,0,100.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,9,Hasan Mahmud,c Coetzee b Rabada,15,25,2,0,60.00,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,10,Mustafizur Rahman,c Miller b Williams,11,21,2,0,52.38,out,ODI # 4680
South Africa Vs Bangladesh,Bangladesh,11,Shoriful Islam,,6,4,1,0,150.00,not_out,ODI # 4680
Pakistan Vs Afghanistan,Pakistan,1,Abdullah Shafique,lbw b Noor Ahmad,58,75,5,2,77.33,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,2,Imam-ul-Haq,c Naveen-ul-Haq b Azmatullah Omarzai,17,22,2,0,77.27,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,3,Babar Azam(c),c Mohammad Nabi b Noor Ahmad,74,92,4,1,80.43,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,4,Mohammad Rizwan†,c Mujeeb Ur Rahman b Noor Ahmad,8,10,0,1,80.00,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,5,Saud Shakeel,c Rashid Khan b Mohammad Nabi,25,34,3,0,73.52,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,6,Shadab Khan,c Mohammad Nabi b Naveen-ul-Haq,40,38,1,1,105.26,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,7,Iftikhar Ahmed,c Azmatullah Omarzai b Naveen-ul-Haq,40,27,2,4,148.14,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,8,Shaheen Shah Afridi,,3,3,0,0,100.00,not_out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,c Usama Mir b Shaheen Shah Afridi,65,53,9,1,122.64,out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,c †Mohammad Rizwan b Hasan Ali,87,113,10,0,76.99,out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,3,Rahmat Shah,,77,84,5,2,91.66,not_out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi(c),,48,45,4,0,106.66,not_out,ODI # 4679
New Zealand Vs India,New Zealand,1,Devon Conway,c Iyer b Mohammed Siraj,0,9,0,0,0.00,out,ODI # 4678
New Zealand Vs India,New Zealand,2,Will Young, b Mohammed Shami,17,27,3,0,62.96,out,ODI # 4678
New Zealand Vs India,New Zealand,3,Rachin Ravindra,c Shubman Gill b Mohammed Shami,75,87,6,1,86.20,out,ODI # 4678
New Zealand Vs India,New Zealand,4,Daryl Mitchell,c Kohli b Mohammed Shami,130,127,9,5,102.36,out,ODI # 4678
New Zealand Vs India,New Zealand,5,Tom Latham(c)†,lbw b Kuldeep Yadav,5,7,1,0,71.42,out,ODI # 4678
New Zealand Vs India,New Zealand,6,Glenn Phillips,c Sharma b Kuldeep Yadav,23,26,0,1,88.46,out,ODI # 4678
New Zealand Vs India,New Zealand,7,Mark Chapman,c Kohli b Bumrah,6,8,0,0,75.00,out,ODI # 4678
New Zealand Vs India,New Zealand,8,Mitchell Santner, b Mohammed Shami,1,2,0,0,50.00,out,ODI # 4678
New Zealand Vs India,New Zealand,9,Matt Henry, b Mohammed Shami,0,1,0,0,0.00,out,ODI # 4678
New Zealand Vs India,New Zealand,10,Lockie Ferguson,run out (†Rahul),1,5,0,0,20.00,out,ODI # 4678
New Zealand Vs India,New Zealand,11,Trent Boult,,0,1,0,0,0.00,not_out,ODI # 4678
New Zealand Vs India,India,1,Rohit Sharma(c), b Ferguson,46,40,4,4,115.00,out,ODI # 4678
New Zealand Vs India,India,2,Shubman Gill,c Mitchell b Ferguson,26,31,5,0,83.87,out,ODI # 4678
New Zealand Vs India,India,3,Virat Kohli,c Phillips b Henry,95,104,8,2,91.34,out,ODI # 4678
New Zealand Vs India,India,4,Shreyas Iyer,c Conway b Boult,33,29,6,0,113.79,out,ODI # 4678
New Zealand Vs India,India,5,KL Rahul†,lbw b Santner,27,35,3,0,77.14,out,ODI # 4678
New Zealand Vs India,India,6,Suryakumar Yadav,run out (Santner/Boult/†Latham),2,4,0,0,50.00,out,ODI # 4678
New Zealand Vs India,India,7,Ravindra Jadeja,,39,44,3,1,88.63,not_out,ODI # 4678
New Zealand Vs India,India,8,Mohammed Shami,,1,1,0,0,100.00,not_out,ODI # 4678
South Africa Vs England,South Africa,1,Quinton de Kock†,c †Buttler b Topley,4,2,1,0,200.00,out,ODI # 4677
South Africa Vs England,South Africa,2,Reeza Hendricks, b Rashid,85,75,9,3,113.33,out,ODI # 4677
South Africa Vs England,South Africa,3,Rassie van der Dussen,c Bairstow b Rashid,60,61,8,0,98.36,out,ODI # 4677
South Africa Vs England,South Africa,4,Aiden Markram(c),c Bairstow b Topley,42,44,4,0,95.45,out,ODI # 4677
South Africa Vs England,South Africa,5,Heinrich Klaasen, b Atkinson,109,67,12,4,162.68,out,ODI # 4677
South Africa Vs England,South Africa,6,David Miller,c Stokes b Topley,5,6,1,0,83.33,out,ODI # 4677
South Africa Vs England,South Africa,7,Marco Jansen,,75,42,3,6,178.57,not_out,ODI # 4677
South Africa Vs England,South Africa,8,Gerald Coetzee,c sub (LS Livingstone) b Atkinson,3,3,0,0,100.00,out,ODI # 4677
South Africa Vs England,South Africa,9,Keshav Maharaj,,1,1,0,0,100.00,not_out,ODI # 4677
South Africa Vs England,England,1,Jonny Bairstow,c van der Dussen b Ngidi,10,12,1,1,83.33,out,ODI # 4677
South Africa Vs England,England,2,Dawid Malan,c †de Kock b Jansen,6,11,1,0,54.54,out,ODI # 4677
South Africa Vs England,England,3,Joe Root,c Miller b Jansen,2,6,0,0,33.33,out,ODI # 4677
South Africa Vs England,England,4,Ben Stokes,c & b Rabada,5,8,1,0,62.50,out,ODI # 4677
South Africa Vs England,England,5,Harry Brook,lbw b Coetzee,17,25,2,1,68.00,out,ODI # 4677
South Africa Vs England,England,6,Jos Buttler(c)†,c †de Kock b Coetzee,15,7,2,1,214.28,out,ODI # 4677
