match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out,match_id
South Africa Vs England,England,7,David Willey,c Rabada b Ngidi,12,12,1,1,100.00,out,ODI # 4677
South Africa Vs England,England,8,Adil Rashid,c Hendricks b Coetzee,10,14,1,0,71.42,out,ODI # 4677
South Africa Vs England,England,9,Gus Atkinson, b Maharaj,35,21,7,0,166.66,out,ODI # 4677
South Africa Vs England,England,10,Mark Wood,,43,17,2,5,252.94,not_out,ODI # 4677
South Africa Vs England,England,11,Reece Topley,,-,-,-,-,-,not_out,ODI # 4677
Netherlands Vs Sri Lanka,Netherlands,1,Vikramjit Singh,lbw b Rajitha,4,13,1,0,30.76,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,2,Max O'Dowd, b Rajitha,16,27,1,1,59.25,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,3,Colin Ackermann,c †Mendis b Rajitha,29,31,5,0,93.54,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,4,Bas de Leede,c Perera b Madushanka,6,21,0,0,28.57,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,5,Teja Nidamanuru,lbw b Madushanka,9,16,0,0,56.25,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,6,Scott Edwards(c)†, b Theekshana,16,16,0,0,100.00,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,7,Sybrand Engelbrecht, b Madushanka,70,82,4,1,85.36,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,8,Logan van Beek,c Asalanka b Rajitha,59,75,1,1,78.66,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,9,Roelof van der Merwe,c †Mendis b Madushanka,7,7,0,0,100.00,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,10,Aryan Dutt,,9,6,1,0,150.00,not_out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,11,Paul van Meekeren,run out (†Mendis/Madushanka),4,5,0,0,80.00,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,c †Edwards b van Meekeren,54,52,9,0,103.84,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,2,Kusal Perera,c de Leede b Dutt,5,8,1,0,62.50,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,3,Kusal Mendis(c)†,c van Meekeren b Dutt,11,17,2,0,64.70,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,,91,107,7,0,85.04,not_out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,5,Charith Asalanka, b Dutt,44,66,2,1,66.66,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva, b Ackermann,30,37,1,2,81.08,out,ODI # 4676
Netherlands Vs Sri Lanka,Sri Lanka,7,Dushan Hemantha,,4,3,1,0,133.33,not_out,ODI # 4676
Australia Vs Pakistan,Australia,1,David Warner,c sub (Shadab Khan) b Haris Rauf,163,124,14,9,131.45,out,ODI # 4675
Australia Vs Pakistan,Australia,2,Mitchell Marsh,c Usama Mir b Shaheen Shah Afridi,121,108,10,9,112.03,out,ODI # 4675
Australia Vs Pakistan,Australia,3,Glenn Maxwell,c Babar Azam b Shaheen Shah Afridi,0,1,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Australia,4,Steven Smith,c & b Usama Mir,7,9,0,0,77.77,out,ODI # 4675
Australia Vs Pakistan,Australia,5,Marcus Stoinis,lbw b Shaheen Shah Afridi,21,24,1,1,87.50,out,ODI # 4675
Australia Vs Pakistan,Australia,6,Josh Inglis†,c †Mohammad Rizwan b Haris Rauf,13,9,3,0,144.44,out,ODI # 4675
Australia Vs Pakistan,Australia,7,Marnus Labuschagne,c sub (Shadab Khan) b Haris Rauf,8,12,1,0,66.66,out,ODI # 4675
Australia Vs Pakistan,Australia,8,Pat Cummins(c),,6,8,0,0,75.00,not_out,ODI # 4675
Australia Vs Pakistan,Australia,9,Mitchell Starc,c Saud Shakeel b Shaheen Shah Afridi,2,3,0,0,66.66,out,ODI # 4675
Australia Vs Pakistan,Australia,10,Josh Hazlewood,c †Mohammad Rizwan b Shaheen Shah Afridi,0,1,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Australia,11,Adam Zampa,,1,1,0,0,100.00,not_out,ODI # 4675
Australia Vs Pakistan,Pakistan,1,Abdullah Shafique,c Maxwell b Stoinis,64,61,7,2,104.91,out,ODI # 4675
Australia Vs Pakistan,Pakistan,2,Imam-ul-Haq,c Starc b Stoinis,70,71,10,0,98.59,out,ODI # 4675
Australia Vs Pakistan,Pakistan,3,Babar Azam(c),c Cummins b Zampa,18,14,3,0,128.57,out,ODI # 4675
Australia Vs Pakistan,Pakistan,4,Mohammad Rizwan†,lbw b Zampa,46,40,5,0,115.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,5,Saud Shakeel,c Stoinis b Cummins,30,31,5,0,96.77,out,ODI # 4675
Australia Vs Pakistan,Pakistan,6,Iftikhar Ahmed,lbw b Zampa,26,20,0,3,130.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,7,Mohammad Nawaz,st †Inglis b Zampa,14,16,0,1,87.50,out,ODI # 4675
Australia Vs Pakistan,Pakistan,8,Usama Mir,c Starc b Hazlewood,0,3,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,c Labuschagne b Cummins,10,8,2,0,125.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,10,Hasan Ali,c †Inglis b Starc,8,8,2,0,100.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,11,Haris Rauf,,0,1,0,0,0.00,not_out,ODI # 4675
Bangladesh Vs India,Bangladesh,1,Tanzid Hasan,lbw b Kuldeep Yadav,51,43,5,3,118.60,out,ODI # 4674
Bangladesh Vs India,Bangladesh,2,Litton Das,c Shubman Gill b Jadeja,66,82,7,0,80.48,out,ODI # 4674
Bangladesh Vs India,Bangladesh,3,Najmul Hossain Shanto(c),lbw b Jadeja,8,17,0,0,47.05,out,ODI # 4674
Bangladesh Vs India,Bangladesh,4,Mehidy Hasan Miraz,c †Rahul b Mohammed Siraj,3,13,0,0,23.07,out,ODI # 4674
Bangladesh Vs India,Bangladesh,5,Towhid Hridoy,c Shubman Gill b Thakur,16,35,0,0,45.71,out,ODI # 4674
Bangladesh Vs India,Bangladesh,6,Mushfiqur Rahim†,c Jadeja b Bumrah,38,46,1,1,82.60,out,ODI # 4674
Bangladesh Vs India,Bangladesh,7,Mahmudullah, b Bumrah,46,36,3,3,127.77,out,ODI # 4674
Bangladesh Vs India,Bangladesh,8,Nasum Ahmed,c †Rahul b Mohammed Siraj,14,18,2,0,77.77,out,ODI # 4674
Bangladesh Vs India,Bangladesh,9,Mustafizur Rahman,,1,7,0,0,14.28,not_out,ODI # 4674
Bangladesh Vs India,Bangladesh,10,Shoriful Islam,,7,3,0,1,233.33,not_out,ODI # 4674
Bangladesh Vs India,India,1,Rohit Sharma(c),c Towhid Hridoy b Hasan Mahmud,48,40,7,2,120.00,out,ODI # 4674
Bangladesh Vs India,India,2,Shubman Gill,c Mahmudullah b Mehidy Hasan Miraz,53,55,5,2,96.36,out,ODI # 4674
Bangladesh Vs India,India,3,Virat Kohli,,103,97,6,4,106.18,not_out,ODI # 4674
Bangladesh Vs India,India,4,Shreyas Iyer,c Mahmudullah b Mehidy Hasan Miraz,19,25,2,0,76.00,out,ODI # 4674
Bangladesh Vs India,India,5,KL Rahul†,,34,34,3,1,100.00,not_out,ODI # 4674
New Zealand Vs Afghanistan,New Zealand,1,Devon Conway,lbw b Mujeeb Ur Rahman,20,18,3,0,111.11,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,2,Will Young,c †Ikram Alikhil b Azmatullah Omarzai,54,64,4,3,84.37,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,3,Rachin Ravindra, b Azmatullah Omarzai,32,41,2,1,78.04,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,4,Daryl Mitchell,c Ibrahim Zadran b Rashid Khan,1,7,0,0,14.28,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,5,Tom Latham(c)†, b Naveen-ul-Haq,68,74,3,2,91.89,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,6,Glenn Phillips,c Rashid Khan b Naveen-ul-Haq,71,80,4,4,88.75,out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,7,Mark Chapman,,25,12,2,1,208.33,not_out,ODI # 4673
New Zealand Vs Afghanistan,New Zealand,8,Mitchell Santner,,7,5,1,0,140.00,not_out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz, b Henry,11,21,0,1,52.38,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,c Santner b Boult,14,15,2,0,93.33,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,3,Rahmat Shah,c & b Ravindra,36,62,1,0,58.06,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi(c),c Santner b Ferguson,8,29,1,0,27.58,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,5,Azmatullah Omarzai,c †Latham b Boult,27,32,2,0,84.37,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,6,Ikram Alikhil†,,19,21,3,0,90.47,not_out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,7,Mohammad Nabi, b Santner,7,9,1,0,77.77,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,8,Rashid Khan,c Mitchell b Ferguson,8,13,0,1,61.53,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,9,Mujeeb Ur Rahman,c Young b Ferguson,4,3,1,0,133.33,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,10,Naveen-ul-Haq,c Chapman b Santner,0,1,0,0,0.00,out,ODI # 4673
New Zealand Vs Afghanistan,Afghanistan,11,Fazalhaq Farooqi,c Mitchell b Santner,0,2,0,0,0.00,out,ODI # 4673
Netherlands Vs South Africa,Netherlands,1,Vikramjit Singh,c Klaasen b Rabada,2,16,0,0,12.50,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,2,Max O'Dowd,c †de Kock b Jansen,18,25,4,0,72.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,3,Colin Ackermann, b Coetzee,12,25,1,0,48.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,4,Bas de Leede,lbw b Rabada,2,7,0,0,28.57,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,5,Sybrand Engelbrecht,c Jansen b Ngidi,19,37,1,1,51.35,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,6,Teja Nidamanuru,lbw b Jansen,20,25,3,0,80.00,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,7,Scott Edwards(c)†,,78,69,10,1,113.04,not_out,ODI # 4672
Netherlands Vs South Africa,Netherlands,8,Logan van Beek,st †de Kock b Maharaj,10,27,1,0,37.03,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,9,Roelof van der Merwe,c †de Kock b Ngidi,29,19,3,1,152.63,out,ODI # 4672
Netherlands Vs South Africa,Netherlands,10,Aryan Dutt,,23,9,0,3,255.55,not_out,ODI # 4672
Netherlands Vs South Africa,South Africa,1,Temba Bavuma(c), b van der Merwe,16,31,2,1,51.61,out,ODI # 4672
Netherlands Vs South Africa,South Africa,2,Quinton de Kock†,c †Edwards b Ackermann,20,22,3,0,90.90,out,ODI # 4672
Netherlands Vs South Africa,South Africa,3,Rassie van der Dussen,c Dutt b van der Merwe,4,7,0,0,57.14,out,ODI # 4672
Netherlands Vs South Africa,South Africa,4,Aiden Markram, b van Meekeren,1,3,0,0,33.33,out,ODI # 4672
Netherlands Vs South Africa,South Africa,5,Heinrich Klaasen,c Vikramjit Singh b van Beek,28,28,4,0,100.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,6,David Miller, b van Beek,43,52,4,1,82.69,out,ODI # 4672
Netherlands Vs South Africa,South Africa,7,Marco Jansen, b van Meekeren,9,25,0,0,36.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,8,Gerald Coetzee,c †Edwards b de Leede,22,23,2,1,95.65,out,ODI # 4672
Netherlands Vs South Africa,South Africa,9,Keshav Maharaj,c †Edwards b van Beek,40,37,5,1,108.10,out,ODI # 4672
Netherlands Vs South Africa,South Africa,10,Kagiso Rabada,c Engelbrecht b de Leede,9,6,0,1,150.00,out,ODI # 4672
Netherlands Vs South Africa,South Africa,11,Lungi Ngidi,,7,24,0,0,29.16,not_out,ODI # 4672
Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,c Warner b Cummins,61,67,8,0,91.04,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,2,Kusal Perera, b Cummins,78,82,12,0,95.12,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,3,Kusal Mendis(c)†,c Warner b Zampa,9,13,0,0,69.23,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,4,Sadeera Samarawickrama,lbw b Zampa,8,8,1,0,100.00,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,5,Charith Asalanka,c Labuschagne b Maxwell,25,39,0,1,64.10,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,6,Dhananjaya de Silva, b Starc,7,13,1,0,53.84,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,7,Dunith Wellalage,run out (Cummins),2,9,0,0,22.22,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,lbw b Zampa,2,11,0,0,18.18,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,9,Maheesh Theekshana,lbw b Zampa,0,5,0,0,0.00,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,10,Lahiru Kumara, b Starc,4,8,1,0,50.00,out,ODI # 4671
Sri Lanka Vs Australia,Sri Lanka,11,Dilshan Madushanka,,0,6,0,0,0.00,not_out,ODI # 4671
Sri Lanka Vs Australia,Australia,1,Mitchell Marsh,run out (Karunaratne/†Mendis),52,51,9,0,101.96,out,ODI # 4671
Sri Lanka Vs Australia,Australia,2,David Warner,lbw b Madushanka,11,6,0,1,183.33,out,ODI # 4671
Sri Lanka Vs Australia,Australia,3,Steven Smith,lbw b Madushanka,0,5,0,0,0.00,out,ODI # 4671
Sri Lanka Vs Australia,Australia,4,Marnus Labuschagne,c Karunaratne b Madushanka,40,60,2,0,66.66,out,ODI # 4671
Sri Lanka Vs Australia,Australia,5,Josh Inglis†,c Theekshana b Wellalage,58,59,5,1,98.30,out,ODI # 4671
Sri Lanka Vs Australia,Australia,6,Glenn Maxwell,,31,21,4,2,147.61,not_out,ODI # 4671
Sri Lanka Vs Australia,Australia,7,Marcus Stoinis,,20,10,2,1,200.00,not_out,ODI # 4671
Afghanistan Vs England,Afghanistan,1,Rahmanullah Gurbaz,run out (sub [DJ Willey]/†Buttler),80,57,8,4,140.35,out,ODI # 4670
Afghanistan Vs England,Afghanistan,2,Ibrahim Zadran,c Root b Rashid,28,48,3,0,58.33,out,ODI # 4670
Afghanistan Vs England,Afghanistan,3,Rahmat Shah,st †Buttler b Rashid,3,8,0,0,37.50,out,ODI # 4670
Afghanistan Vs England,Afghanistan,4,Hashmatullah Shahidi(c), b Root,14,36,0,0,38.88,out,ODI # 4670
Afghanistan Vs England,Afghanistan,5,Azmatullah Omarzai,c Woakes b Livingstone,19,24,1,1,79.16,out,ODI # 4670
Afghanistan Vs England,Afghanistan,6,Ikram Alikhil†,c Curran b Topley,58,66,3,2,87.87,out,ODI # 4670
Afghanistan Vs England,Afghanistan,7,Mohammad Nabi,c Root b Wood,9,15,1,0,60.00,out,ODI # 4670
Afghanistan Vs England,Afghanistan,8,Rashid Khan,c Root b Rashid,23,22,3,0,104.54,out,ODI # 4670
Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman,c Root b Wood,28,16,3,1,175.00,out,ODI # 4670
Afghanistan Vs England,Afghanistan,10,Naveen-ul-Haq,run out (†Buttler),5,6,1,0,83.33,out,ODI # 4670
Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi,,2,4,0,0,50.00,not_out,ODI # 4670
Afghanistan Vs England,England,1,Jonny Bairstow,lbw b Fazalhaq Farooqi,2,4,0,0,50.00,out,ODI # 4670
Afghanistan Vs England,England,2,Dawid Malan,c Ibrahim Zadran b Mohammad Nabi,32,39,4,0,82.05,out,ODI # 4670
Afghanistan Vs England,England,3,Joe Root, b Mujeeb Ur Rahman,11,17,2,0,64.70,out,ODI # 4670
Afghanistan Vs England,England,4,Harry Brook,c †Ikram Alikhil b Mujeeb Ur Rahman,66,61,7,1,108.19,out,ODI # 4670
Afghanistan Vs England,England,5,Jos Buttler(c)†, b Naveen-ul-Haq,9,18,1,0,50.00,out,ODI # 4670
Afghanistan Vs England,England,6,Liam Livingstone,lbw b Rashid Khan,10,14,1,0,71.42,out,ODI # 4670
Afghanistan Vs England,England,7,Sam Curran,c Rahmat Shah b Mohammad Nabi,10,23,0,0,43.47,out,ODI # 4670
Afghanistan Vs England,England,8,Chris Woakes, b Mujeeb Ur Rahman,9,26,1,0,34.61,out,ODI # 4670
Afghanistan Vs England,England,9,Adil Rashid,c Mohammad Nabi b Rashid Khan,20,13,2,0,153.84,out,ODI # 4670
Afghanistan Vs England,England,10,Mark Wood, b Rashid Khan,18,22,3,0,81.81,out,ODI # 4670
Afghanistan Vs England,England,11,Reece Topley,,15,7,3,0,214.28,not_out,ODI # 4670
Pakistan Vs India,Pakistan,1,Abdullah Shafique,lbw b Mohammed Siraj,20,24,3,0,83.33,out,ODI # 4669
Pakistan Vs India,Pakistan,2,Imam-ul-Haq,c †Rahul b Pandya,36,38,6,0,94.73,out,ODI # 4669
Pakistan Vs India,Pakistan,3,Babar Azam(c), b Mohammed Siraj,50,58,7,0,86.20,out,ODI # 4669
Pakistan Vs India,Pakistan,4,Mohammad Rizwan†, b Bumrah,49,69,7,0,71.01,out,ODI # 4669
Pakistan Vs India,Pakistan,5,Saud Shakeel,lbw b Kuldeep Yadav,6,10,0,0,60.00,out,ODI # 4669
Pakistan Vs India,Pakistan,6,Iftikhar Ahmed, b Kuldeep Yadav,4,4,1,0,100.00,out,ODI # 4669
Pakistan Vs India,Pakistan,7,Shadab Khan, b Bumrah,2,5,0,0,40.00,out,ODI # 4669
Pakistan Vs India,Pakistan,8,Mohammad Nawaz,c Bumrah b Pandya,4,14,0,0,28.57,out,ODI # 4669
Pakistan Vs India,Pakistan,9,Hasan Ali,c Shubman Gill b Jadeja,12,19,2,0,63.15,out,ODI # 4669
Pakistan Vs India,Pakistan,10,Shaheen Shah Afridi,,2,10,0,0,20.00,not_out,ODI # 4669
Pakistan Vs India,Pakistan,11,Haris Rauf,lbw b Jadeja,2,6,0,0,33.33,out,ODI # 4669
Pakistan Vs India,India,1,Rohit Sharma(c),c Iftikhar Ahmed b Shaheen Shah Afridi,86,63,6,6,136.50,out,ODI # 4669
Pakistan Vs India,India,2,Shubman Gill,c Shadab Khan b Shaheen Shah Afridi,16,11,4,0,145.45,out,ODI # 4669
Pakistan Vs India,India,3,Virat Kohli,c Mohammad Nawaz b Hasan Ali,16,18,3,0,88.88,out,ODI # 4669
Pakistan Vs India,India,4,Shreyas Iyer,,53,62,3,2,85.48,not_out,ODI # 4669
Pakistan Vs India,India,5,KL Rahul†,,19,29,2,0,65.51,not_out,ODI # 4669
Bangladesh Vs New Zealand,Bangladesh,1,Litton Das,c Henry b Boult,0,1,0,0,0.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,2,Tanzid Hasan,c Conway b Ferguson,16,17,4,0,94.11,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,3,Mehidy Hasan Miraz,c Henry b Ferguson,30,46,4,0,65.21,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,4,Najmul Hossain Shanto,c Conway b Phillips,7,8,1,0,87.50,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,5,Shakib Al Hasan(c),c †Latham b Ferguson,40,51,3,2,78.43,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,6,Mushfiqur Rahim†, b Henry,66,75,6,2,88.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,7,Towhid Hridoy,c Santner b Boult,13,25,0,0,52.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,8,Mahmudullah,,41,49,2,2,83.67,not_out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,9,Taskin Ahmed,c Mitchell b Santner,17,19,0,2,89.47,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,10,Mustafizur Rahman,c †Latham b Henry,4,10,0,0,40.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,11,Shoriful Islam,,2,3,0,0,66.66,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,1,Devon Conway,lbw b Shakib Al Hasan,45,59,3,0,76.27,out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,2,Rachin Ravindra,c †Mushfiqur Rahim b Mustafizur Rahman,9,13,2,0,69.23,out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,3,Kane Williamson(c),,78,107,8,1,72.89,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,4,Daryl Mitchell,,89,67,6,4,132.83,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,5,Glenn Phillips,,16,11,1,1,145.45,not_out,ODI # 4668
South Africa Vs Australia,South Africa,1,Quinton de Kock†, b Maxwell,109,106,8,5,102.83,out,ODI # 4667
South Africa Vs Australia,South Africa,2,Temba Bavuma(c),c Warner b Maxwell,35,55,2,0,63.63,out,ODI # 4667
South Africa Vs Australia,South Africa,3,Rassie van der Dussen,c sub (SA Abbott) b Zampa,26,30,2,0,86.66,out,ODI # 4667
South Africa Vs Australia,South Africa,4,Aiden Markram,c Hazlewood b Cummins,56,44,7,1,127.27,out,ODI # 4667
